ZIP,DEPCODE,COUNTYNAME,FieldMatch,POName,c_places,Cases
33607,29,Hillsborough,Hillsborough-33607,Tampa,Tampa,237
33609,29,Hillsborough,Hillsborough-33609,Tampa,Tampa,98
33610,29,Hillsborough,Hillsborough-33610,Tampa,Tampa,328
33611,29,Hillsborough,Hillsborough-33611,Tampa,Tampa,130
33612,29,Hillsborough,Hillsborough-33612,Tampa,Tampa,369
33613,29,Hillsborough,Hillsborough-33613,Tampa,Tampa,268
33614,29,Hillsborough,Hillsborough-33614,Tampa,Tampa,263
33615,29,Hillsborough,Hillsborough-33615,Tampa,"Tampa, Town N Country",209
33616,29,Hillsborough,Hillsborough-33616,Tampa,Tampa,79
33617,29,Hillsborough,Hillsborough-33617,Tampa,"Tampa, Temple Terrace",178
33618,29,Hillsborough,Hillsborough-33618,Tampa,"Carrollwood, Tampa",88
33619,29,Hillsborough,Hillsborough-33619,Tampa,Tampa,254
33620,29,Hillsborough,Hillsborough-33620,Tampa,Tampa,-2
33621,29,Hillsborough,Hillsborough-33621,Tampa,Tampa,6
33624,29,Hillsborough,Hillsborough-33624,Tampa,Tampa,115
33625,29,Hillsborough,Hillsborough-33625,Tampa,"Carrollwood, Tampa",76
33626,29,Hillsborough,Hillsborough-33626,Tampa,"Tampa, Westchase",70
33629,29,Hillsborough,Hillsborough-33629,Tampa,Tampa,96
33634,29,Hillsborough,Hillsborough-33634,Tampa,Tampa,74
33635,29,Hillsborough,Hillsborough-33635,Tampa,Tampa,50
33637,29,Hillsborough,Hillsborough-33637,Tampa,"Tampa, Temple Terrace",74
33647,29,Hillsborough,Hillsborough-33647,Tampa,"Tampa, Tampa Palms",176
33701,52,Pinellas,Pinellas-33701,Saint Petersburg,Saint Petersburg,160
33702,52,Pinellas,Pinellas-33702,Saint Petersburg,"Lealman, Saint Petersburg",180
33703,52,Pinellas,Pinellas-33703,Saint Petersburg,Saint Petersburg,84
33704,52,Pinellas,Pinellas-33704,Saint Petersburg,Saint Petersburg,50
33705,52,Pinellas,Pinellas-33705,Saint Petersburg,Saint Petersburg,302
33706,52,Pinellas,Pinellas-33706,Saint Petersburg,"Saint Pete Beach, Saint Petersburg, Treasure Island",38
33707,52,Pinellas,Pinellas-33707,Saint Petersburg,"Gulfport, Pasadena, Saint Petersburg, South Pasadena",91
33708,52,Pinellas,Pinellas-33708,Saint Petersburg,"Madeira Beach, North Redington Beach, Saint Petersburg",34
33709,52,Pinellas,Pinellas-33709,Saint Petersburg,"Kenneth City, Saint Petersburg",114
33710,52,Pinellas,Pinellas-33710,Saint Petersburg,Saint Petersburg,130
33711,52,Pinellas,Pinellas-33711,Saint Petersburg,Saint Petersburg,199
33712,52,Pinellas,Pinellas-33712,Saint Petersburg,Saint Petersburg,277
33713,52,Pinellas,Pinellas-33713,Saint Petersburg,Saint Petersburg,139
33714,52,Pinellas,Pinellas-33714,Saint Petersburg,"Lealman, Saint Petersburg",80
33715,52,Pinellas,Pinellas-33715,Saint Petersburg,"Saint Petersburg, Tierra Verde",21
33716,52,Pinellas,Pinellas-33716,Saint Petersburg,Saint Petersburg,167
33755,52,Pinellas,Pinellas-33755,Clearwater,Clearwater,110
33756,52,Pinellas,Pinellas-33756,Clearwater,"Belleair, Clearwater",131
33759,52,Pinellas,Pinellas-33759,Clearwater,Clearwater,68
33760,52,Pinellas,Pinellas-33760,Clearwater,Clearwater,56
33761,52,Pinellas,Pinellas-33761,Clearwater,Clearwater,53
33762,52,Pinellas,Pinellas-33762,Clearwater,Clearwater,25
33763,52,Pinellas,Pinellas-33763,Clearwater,Clearwater,45
33764,52,Pinellas,Pinellas-33764,Clearwater,Clearwater,67
33765,52,Pinellas,Pinellas-33765,Clearwater,Clearwater,53
33767,52,Pinellas,Pinellas-33767,Clearwater Beach,Clearwater Beach,32
33770,52,Pinellas,Pinellas-33770,Largo,"Belleair Bluffs, Largo",78
33771,52,Pinellas,Pinellas-33771,Largo,Largo,119
33772,52,Pinellas,Pinellas-33772,Seminole,Seminole,102
33773,52,Pinellas,Pinellas-33773,Largo,Largo,82
33774,52,Pinellas,Pinellas-33774,Largo,Largo,52
33776,52,Pinellas,Pinellas-33776,Seminole,Seminole,34
33777,52,Pinellas,Pinellas-33777,Seminole,"Largo, Seminole",117
33778,52,Pinellas,Pinellas-33778,Largo,"Largo, Seminole",55
33781,52,Pinellas,Pinellas-33781,Pinellas Park,Pinellas Park,98
33782,52,Pinellas,Pinellas-33782,Pinellas Park,Pinellas Park,89
33785,52,Pinellas,Pinellas-33785,Indian Rocks Beach,"Indian Rock Beach, Indian Rocks Beach, Indian Shores",17
33786,52,Pinellas,Pinellas-33786,Belleair Beach,Belleair Beach,5
33801,53,Polk,Polk-33801,Lakeland,Lakeland,104
33803,53,Polk,Polk-33803,Lakeland,Lakeland,70
33805,53,Polk,Polk-33805,Lakeland,"Gibsonia, Lakeland",167
33809,53,Polk,Polk-33809,Lakeland,Lakeland,71
33810,29,Hillsborough,Hillsborough-33810,Lakeland,,0
33810,53,Polk,Polk-33810,Lakeland,Lakeland,106
33811,53,Polk,Polk-33811,Lakeland,Lakeland,49
33812,53,Polk,Polk-33812,Lakeland,Lakeland,29
33813,53,Polk,Polk-33813,Lakeland,Lakeland,150
33815,53,Polk,Polk-33815,Lakeland,Lakeland,37
33823,53,Polk,Polk-33823,Auburndale,Auburndale,100
33825,25,Hardee,Hardee-33825,Avon Park,,0
33825,28,Highlands,Highlands-33825,Avon Park,Avon Park,79
33825,53,Polk,Polk-33825,Avon Park,,0
33827,53,Polk,Polk-33827,Babson Park,Babson Park,5
33830,53,Polk,Polk-33830,Bartow,Bartow,154
33834,25,Hardee,Hardee-33834,Bowling Green,Bowling Green,98
33834,53,Polk,Polk-33834,Bowling Green,,0
33837,53,Polk,Polk-33837,Davenport,Davenport,65
33838,53,Polk,Polk-33838,Dundee,Dundee,8
33839,53,Polk,Polk-33839,Eagle Lake,Eagle Lake,19
33841,53,Polk,Polk-33841,Fort Meade,Fort Meade,55
33843,53,Polk,Polk-33843,Frostproof,Frostproof,30
33844,53,Polk,Polk-33844,Haines City,Haines City,80
33849,53,Polk,Polk-33849,Kathleen,Kathleen,-2
33850,53,Polk,Polk-33850,Lake Alfred,Lake Alfred,21
33852,28,Highlands,Highlands-33852,Lake Placid,Lake Placid,37
33853,53,Polk,Polk-33853,Lake Wales,Lake Wales,52
33854,53,Polk,Polk-33854,Lakeshore,,0
33855,53,Polk,Polk-33855,Indian Lake Estates,Indian Lake Estates,-2
33856,53,Polk,Polk-33856,Nalcrest,,0
33857,28,Highlands,Highlands-33857,Lorida,Lorida,-2
33859,53,Polk,Polk-33859,Lake Wales,Lake Wales,16
33860,53,Polk,Polk-33860,Mulberry,Mulberry,76
33865,25,Hardee,Hardee-33865,Ona,Ona,5
33867,53,Polk,Polk-33867,River Ranch,,0
33868,53,Polk,Polk-33868,Polk City,Polk City,21
33870,28,Highlands,Highlands-33870,Sebring,Sebring,87
33872,28,Highlands,Highlands-33872,Sebring,Sebring,21
33873,25,Hardee,Hardee-33873,Wauchula,Wauchula,183
33875,28,Highlands,Highlands-33875,Sebring,Sebring,9
33876,28,Highlands,Highlands-33876,Sebring,Sebring,9
33880,53,Polk,Polk-33880,Winter Haven,"Wahneta, Winter Haven",202
33881,53,Polk,Polk-33881,Winter Haven,Winter Haven,180
33884,53,Polk,Polk-33884,Winter Haven,"Cypress Gardens, Winter Haven",117
33890,25,Hardee,Hardee-33890,Zolfo Springs,Zolfo Springs,27
33896,49,Osceola,Osceola-33896,Davenport,Davenport,-2
33896,53,Polk,Polk-33896,Davenport,"Champions Gate, Davenport",40
33897,53,Polk,Polk-33897,Davenport,Davenport,68
33898,49,Osceola,Osceola-33898,Lake Wales,,0
33898,53,Polk,Polk-33898,Lake Wales,Lake Wales,39
33901,36,Lee,Lee-33901,Fort Myers,"Fort Myers, Punta Gorda",204
33903,36,Lee,Lee-33903,North Fort Myers,"Fort Myers, North Fort Myers",59
33904,36,Lee,Lee-33904,Cape Coral,Cape Coral,76
33905,36,Lee,Lee-33905,Fort Myers,"Buckingham, Fort Myers, Tice",276
33907,36,Lee,Lee-33907,Fort Myers,Fort Myers,276
33908,36,Lee,Lee-33908,Fort Myers,Fort Myers,150
33909,36,Lee,Lee-33909,Cape Coral,Cape Coral,158
33912,36,Lee,Lee-33912,Fort Myers,"Fort Myers, San Carlos Park",127
33913,36,Lee,Lee-33913,Fort Myers,"Fort Myers, Miromar Lakes",87
33914,36,Lee,Lee-33914,Cape Coral,Cape Coral,108
33916,36,Lee,Lee-33916,Fort Myers,"Fort Myers, Lehigh Acres",235
33917,8,Charlotte,Charlotte-33917,North Fort Myers,,0
33917,36,Lee,Lee-33917,North Fort Myers,"Fort Myers, North Fort Myers",62
33919,36,Lee,Lee-33919,Fort Myers,Fort Myers,76
33920,36,Lee,Lee-33920,Alva,Alva,11
33921,36,Lee,Lee-33921,Boca Grande,Boca Grande,-2
33922,36,Lee,Lee-33922,Bokeelia,Bokeelia,-2
33924,36,Lee,Lee-33924,Captiva,Captiva,-2
33928,36,Lee,Lee-33928,Estero,Estero,89
33931,36,Lee,Lee-33931,Fort Myers Beach,Fort Myers Beach,19
33935,22,Glades,Glades-33935,Labelle,Labelle,-2
33935,26,Hendry,Hendry-33935,Labelle,"Fort Denaud, Labelle",267
33936,26,Hendry,Hendry-33936,Lehigh Acres,,0
33936,36,Lee,Lee-33936,Lehigh Acres,"Lehigh, Lehigh Acres",147
33944,22,Glades,Glades-33944,Palmdale,Palmdale,-2
33946,8,Charlotte,Charlotte-33946,Placida,Placida,5
33947,8,Charlotte,Charlotte-33947,Rotonda West,"Cape Haze, Rotunda West",20
33948,8,Charlotte,Charlotte-33948,Port Charlotte,Port Charlotte,59
33950,8,Charlotte,Charlotte-33950,Punta Gorda,Punta Gorda,52
33952,8,Charlotte,Charlotte-33952,Port Charlotte,Port Charlotte,125
33953,8,Charlotte,Charlotte-33953,Port Charlotte,Port Charlotte,16
33954,8,Charlotte,Charlotte-33954,Port Charlotte,Port Charlotte,25
33955,8,Charlotte,Charlotte-33955,Punta Gorda,Punta Gorda,13
33955,36,Lee,Lee-33955,Punta Gorda,,0
33956,36,Lee,Lee-33956,Saint James City,Saint James City,-2
33957,36,Lee,Lee-33957,Sanibel,Sanibel,13
33960,22,Glades,Glades-33960,Venus,,0
33960,28,Highlands,Highlands-33960,Venus,Venus,6
33965,36,Lee,Lee-33965,Fort Myers,Fort Myers,-2
33966,36,Lee,Lee-33966,Fort Myers,Fort Myers,44
33967,36,Lee,Lee-33967,Fort Myers,"Estero, Fort Myers",101
33971,36,Lee,Lee-33971,Lehigh Acres,Lehigh Acres,237
33972,36,Lee,Lee-33972,Lehigh Acres,Lehigh Acres,91
33973,36,Lee,Lee-33973,Lehigh Acres,Lehigh Acres,106
33974,36,Lee,Lee-33974,Lehigh Acres,Lehigh Acres,143
33976,36,Lee,Lee-33976,Lehigh Acres,"Lehigh, Lehigh Acres",129
33980,8,Charlotte,Charlotte-33980,Punta Gorda,"Port Charlotte, Punta Gorda",130
33981,8,Charlotte,Charlotte-33981,Port Charlotte,Port Charlotte,23
33982,8,Charlotte,Charlotte-33982,Punta Gorda,Punta Gorda,23
33983,8,Charlotte,Charlotte-33983,Punta Gorda,"Port Charlotte, Punta Gorda",57
33990,36,Lee,Lee-33990,Cape Coral,Cape Coral,130
33991,36,Lee,Lee-33991,Cape Coral,Cape Coral,91
33993,36,Lee,Lee-33993,Cape Coral,"Cape Coral, Matlacha",136
34102,11,Collier,Collier-34102,Naples,Naples,102
34103,11,Collier,Collier-34103,Naples,Naples,36
34104,11,Collier,Collier-34104,Naples,Naples,223
34105,11,Collier,Collier-34105,Naples,Naples,48
34108,11,Collier,Collier-34108,Naples,Naples,59
34109,11,Collier,Collier-34109,Naples,Naples,121
34110,11,Collier,Collier-34110,Naples,Naples,85
34110,36,Lee,Lee-34110,Naples,,0
34112,11,Collier,Collier-34112,Naples,Naples,158
34113,11,Collier,Collier-34113,Naples,Naples,164
34114,11,Collier,Collier-34114,Naples,Naples,88
34116,11,Collier,Collier-34116,Naples,Naples,316
34117,11,Collier,Collier-34117,Naples,Naples,78
34119,11,Collier,Collier-34119,Naples,Naples,131
34119,36,Lee,Lee-34119,Naples,,0
34120,11,Collier,Collier-34120,Naples,Naples,243
34134,11,Collier,Collier-34134,Bonita Springs,,0
34134,36,Lee,Lee-34134,Bonita Springs,"Bonita Springs, Estero",28
34135,36,Lee,Lee-34135,Bonita Springs,"Bonita Springs, Estero",210
34138,11,Collier,Collier-34138,Chokoloskee,,0
34139,11,Collier,Collier-34139,Everglades City,Everglades City,-2
34140,11,Collier,Collier-34140,Goodland,Goodland,-2
34141,11,Collier,Collier-34141,Ochopee,Ochopee,-2
34142,11,Collier,Collier-34142,Immokalee,"Ave Maria, Immokalee",1327
34142,26,Hendry,Hendry-34142,Immokalee,,0
34145,11,Collier,Collier-34145,Marco Island,Marco Island,23
34201,41,Manatee,Manatee-34201,Bradenton,"Bradenton, University Park",7
34202,41,Manatee,Manatee-34202,Bradenton,"Bradenton, Lakewood Ranch",74
34203,41,Manatee,Manatee-34203,Bradenton,"Braden River, Bradenton",243
34205,41,Manatee,Manatee-34205,Bradenton,"Bradenton, West Bradenton",204
34207,41,Manatee,Manatee-34207,Bradenton,"Bayshore Gardens, Bradenton",201
34208,41,Manatee,Manatee-34208,Bradenton,Bradenton,427
34209,41,Manatee,Manatee-34209,Bradenton,"Bradenton, Palma Sola",125
34210,41,Manatee,Manatee-34210,Bradenton,Bradenton,67
34211,41,Manatee,Manatee-34211,Bradenton,"Bradenton, Lakewood Ranch",24
34212,41,Manatee,Manatee-34212,Bradenton,Bradenton,35
34215,41,Manatee,Manatee-34215,Cortez,,0
34216,41,Manatee,Manatee-34216,Anna Maria,,0
34217,41,Manatee,Manatee-34217,Bradenton Beach,"Bradenton Beach, Holmes Beach",8
34219,41,Manatee,Manatee-34219,Parrish,Parrish,71
34221,41,Manatee,Manatee-34221,Palmetto,"Bradenton, Palmetto, Rubonia",330
34222,41,Manatee,Manatee-34222,Ellenton,Ellenton,56
34223,8,Charlotte,Charlotte-34223,Englewood,,0
34223,58,Sarasota,Sarasota-34223,Englewood,Englewood,13
34224,8,Charlotte,Charlotte-34224,Englewood,Englewood,18
34224,58,Sarasota,Sarasota-34224,Englewood,,0
34228,41,Manatee,Manatee-34228,Longboat Key,"Long Boat Key, Longboat Key",6
34228,58,Sarasota,Sarasota-34228,Longboat Key,Longboat Key,-2
34229,58,Sarasota,Sarasota-34229,Osprey,Osprey,11
34231,58,Sarasota,Sarasota-34231,Sarasota,Sarasota,79
34232,58,Sarasota,Sarasota-34232,Sarasota,Sarasota,71
34233,58,Sarasota,Sarasota-34233,Sarasota,"Sarasota, West Villages",41
34234,58,Sarasota,Sarasota-34234,Sarasota,Sarasota,80
34235,58,Sarasota,Sarasota-34235,Sarasota,Sarasota,102
34236,58,Sarasota,Sarasota-34236,Sarasota,Sarasota,49
34237,58,Sarasota,Sarasota-34237,Sarasota,Sarasota,90
34238,58,Sarasota,Sarasota-34238,Sarasota,Sarasota,49
34239,58,Sarasota,Sarasota-34239,Sarasota,Sarasota,78
34240,41,Manatee,Manatee-34240,Sarasota,,0
34240,58,Sarasota,Sarasota-34240,Sarasota,Sarasota,22
34241,58,Sarasota,Sarasota-34241,Sarasota,Sarasota,23
34242,58,Sarasota,Sarasota-34242,Sarasota,"Sarasota, Siesta Key",16
34243,41,Manatee,Manatee-34243,Sarasota,Sarasota,64
34243,58,Sarasota,Sarasota-34243,Sarasota,Sarasota,11
34251,41,Manatee,Manatee-34251,Myakka City,Myakka City,44
34251,58,Sarasota,Sarasota-34251,Myakka City,,0
34266,14,Desoto,Desoto-34266,Arcadia,Arcadia,457
34266,58,Sarasota,Sarasota-34266,Arcadia,,0
34269,14,Desoto,Desoto-34269,Arcadia,"Arcadia, Lake Suzy",18
34275,58,Sarasota,Sarasota-34275,Nokomis,"Nokomis, North Venice",23
34285,58,Sarasota,Sarasota-34285,Venice,Venice,25
34286,58,Sarasota,Sarasota-34286,North Port,North Port,49
34287,58,Sarasota,Sarasota-34287,North Port,North Port,40
34288,58,Sarasota,Sarasota-34288,North Port,North Port,36
34289,58,Sarasota,Sarasota-34289,North Port,North Port,-2
34291,58,Sarasota,Sarasota-34291,North Port,North Port,17
34292,58,Sarasota,Sarasota-34292,Venice,Venice,18
34293,58,Sarasota,Sarasota-34293,Venice,Venice,52
34420,42,Marion,Marion-34420,Belleview,Belleview,24
34428,9,Citrus,Citrus-34428,Crystal River,Crystal River,14
34429,9,Citrus,Citrus-34429,Crystal River,Crystal River,15
34431,38,Levy,Levy-34431,Dunnellon,,0
34431,42,Marion,Marion-34431,Dunnellon,Dunnellon,10
34432,42,Marion,Marion-34432,Dunnellon,Dunnellon,10
34433,9,Citrus,Citrus-34433,Dunnellon,"Citrus Springs, Dunnellon",5
34434,9,Citrus,Citrus-34434,Dunnellon,"Citrus Springs, Dunnellon",19
34436,9,Citrus,Citrus-34436,Floral City,Floral City,6
34442,9,Citrus,Citrus-34442,Hernando,Hernando,12
34445,9,Citrus,Citrus-34445,Holder,,0
34446,9,Citrus,Citrus-34446,Homosassa,Homosassa,11
34448,9,Citrus,Citrus-34448,Homosassa,Homosassa,6
34449,9,Citrus,Citrus-34449,Inglis,,0
34449,38,Levy,Levy-34449,Inglis,,0
34450,9,Citrus,Citrus-34450,Inverness,Inverness,15
34452,9,Citrus,Citrus-34452,Inverness,Inverness,50
34453,9,Citrus,Citrus-34453,Inverness,Inverness,19
34461,9,Citrus,Citrus-34461,Lecanto,Lecanto,18
34465,9,Citrus,Citrus-34465,Beverly Hills,Beverly Hills,13
34470,42,Marion,Marion-34470,Ocala,Ocala,16
34471,42,Marion,Marion-34471,Ocala,Ocala,52
34472,42,Marion,Marion-34472,Ocala,Ocala,34
34473,42,Marion,Marion-34473,Ocala,Ocala,37
34474,42,Marion,Marion-34474,Ocala,Ocala,34
34475,42,Marion,Marion-34475,Ocala,Ocala,11
34476,42,Marion,Marion-34476,Ocala,Ocala,34
34479,42,Marion,Marion-34479,Ocala,Ocala,16
34480,42,Marion,Marion-34480,Ocala,Ocala,23
34481,42,Marion,Marion-34481,Ocala,Ocala,11
34482,42,Marion,Marion-34482,Ocala,Ocala,19
34484,60,Sumter,Sumter-34484,Oxford,Oxford,20
34488,42,Marion,Marion-34488,Silver Springs,Silver Springs,7
34491,42,Marion,Marion-34491,Summerfield,Summerfield,48
34498,38,Levy,Levy-34498,Yankeetown,Yankeetown,-2
34601,27,Hernando,Hernando-34601,Brooksville,Brooksville,24
34602,27,Hernando,Hernando-34602,Brooksville,Brooksville,-2
34604,27,Hernando,Hernando-34604,Brooksville,Brooksville,13
34606,27,Hernando,Hernando-34606,Spring Hill,"Brooksville, Spring Hill",30
34607,27,Hernando,Hernando-34607,Spring Hill,"Brooksville, Hernando Beach, Spring Hill",8
34608,27,Hernando,Hernando-34608,Spring Hill,"Brooksville, Spring Hill",55
34609,27,Hernando,Hernando-34609,Spring Hill,"Brooksville, Spring Hill",44
34610,51,Pasco,Pasco-34610,Spring Hill,Spring Hill,10
34613,27,Hernando,Hernando-34613,Brooksville,"Brooksville, Spring Hill, Weeki Wachee",15
34614,27,Hernando,Hernando-34614,Brooksville,"Brooksville, Weeki Wachee",-2
34637,51,Pasco,Pasco-34637,Land O Lakes,Land O Lakes,24
34638,51,Pasco,Pasco-34638,Land O Lakes,Land O Lakes,59
34639,51,Pasco,Pasco-34639,Land O Lakes,Land O Lakes,50
34652,51,Pasco,Pasco-34652,New Port Richey,New Port Richey,43
34653,51,Pasco,Pasco-34653,New Port Richey,New Port Richey,55
34654,51,Pasco,Pasco-34654,New Port Richey,New Port Richey,41
34655,51,Pasco,Pasco-34655,New Port Richey,"New Port Richey, Seven Springs, Trinity",78
34661,27,Hernando,Hernando-34661,Nobleton,,0
34667,51,Pasco,Pasco-34667,Hudson,"Bayonet Point, Hudson",42
34668,51,Pasco,Pasco-34668,Port Richey,Port Richey,63
34669,51,Pasco,Pasco-34669,Hudson,Hudson,21
34677,52,Pinellas,Pinellas-34677,Oldsmar,Oldsmar,40
34681,52,Pinellas,Pinellas-34681,Crystal Beach,Crystal Beach,5
34683,52,Pinellas,Pinellas-34683,Palm Harbor,Palm Harbor,74
34684,52,Pinellas,Pinellas-34684,Palm Harbor,Palm Harbor,71
34685,52,Pinellas,Pinellas-34685,Palm Harbor,Palm Harbor,35
34688,52,Pinellas,Pinellas-34688,Tarpon Springs,Tarpon Springs,20
34689,52,Pinellas,Pinellas-34689,Tarpon Springs,Tarpon Springs,61
34690,51,Pasco,Pasco-34690,Holiday,Holiday,24
34691,51,Pasco,Pasco-34691,Holiday,Holiday,44
34695,52,Pinellas,Pinellas-34695,Safety Harbor,Safety Harbor,31
34698,52,Pinellas,Pinellas-34698,Dunedin,Dunedin,64
34705,35,Lake,Lake-34705,Astatula,Astatula,-2
34711,35,Lake,Lake-34711,Clermont,Clermont,120
34714,35,Lake,Lake-34714,Clermont,Clermont,64
34715,35,Lake,Lake-34715,Clermont,"Clermont, Minneola",34
34731,35,Lake,Lake-34731,Fruitland Park,Fruitland Park,8
34734,48,Orange,Orange-34734,Gotha,Gotha,20
34736,35,Lake,Lake-34736,Groveland,Groveland,32
34737,35,Lake,Lake-34737,Howey In The Hills,Howey-in-the-hills,5
34739,31,Indian River,Indian River-34739,Kenansville,,0
34739,49,Osceola,Osceola-34739,Kenansville,Kenansville,-2
34741,49,Osceola,Osceola-34741,Kissimmee,Kissimmee,189
34743,49,Osceola,Osceola-34743,Kissimmee,Kissimmee,163
34744,49,Osceola,Osceola-34744,Kissimmee,Kissimmee,218
34746,49,Osceola,Osceola-34746,Kissimmee,Kissimmee,135
34747,49,Osceola,Osceola-34747,Kissimmee,"Celebration, Kissimmee, Reunion",64
34748,35,Lake,Lake-34748,Leesburg,Leesburg,81
34753,35,Lake,Lake-34753,Mascotte,Mascotte,15
34756,35,Lake,Lake-34756,Montverde,Montverde,9
34758,49,Osceola,Osceola-34758,Kissimmee,"Kissimmee, Poinciana",83
34759,49,Osceola,Osceola-34759,Kissimmee,Kissimmee,-2
34759,53,Polk,Polk-34759,Kissimmee,"Kissimmee, Poinciana",97
34760,48,Orange,Orange-34760,Oakland,Oakland,-2
34761,48,Orange,Orange-34761,Ocoee,Ocoee,149
34762,35,Lake,Lake-34762,Okahumpka,Okahumpka,-2
34769,49,Osceola,Osceola-34769,Saint Cloud,Saint Cloud,115
34771,49,Osceola,Osceola-34771,Saint Cloud,Saint Cloud,47
34772,49,Osceola,Osceola-34772,Saint Cloud,Saint Cloud,66
34773,49,Osceola,Osceola-34773,Saint Cloud,"Harmony, Saint Cloud",7
34785,60,Sumter,Sumter-34785,Wildwood,Wildwood,11
34786,48,Orange,Orange-34786,Windermere,Windermere,106
34787,35,Lake,Lake-34787,Winter Garden,,0
34787,48,Orange,Orange-34787,Winter Garden,"Oakland, Winter Garden",168
34788,35,Lake,Lake-34788,Leesburg,Leesburg,21
34797,35,Lake,Lake-34797,Yalaha,Yalaha,-2
34945,56,St. Lucie,St. Lucie-34945,Fort Pierce,Fort Pierce,34
34946,56,St. Lucie,St. Lucie-34946,Fort Pierce,Fort Pierce,17
34947,56,St. Lucie,St. Lucie-34947,Fort Pierce,Fort Pierce,56
34949,56,St. Lucie,St. Lucie-34949,Fort Pierce,"Fort Pierce, Hutchinson Island",-2
34950,56,St. Lucie,St. Lucie-34950,Fort Pierce,Fort Pierce,130
34951,56,St. Lucie,St. Lucie-34951,Fort Pierce,Fort Pierce,44
34952,56,St. Lucie,St. Lucie-34952,Port Saint Lucie,Port Saint Lucie,181
34953,56,St. Lucie,St. Lucie-34953,Port Saint Lucie,"Fort Pierce, Port Saint Lucie",291
34956,43,Martin,Martin-34956,Indiantown,Indiantown,617
34957,43,Martin,Martin-34957,Jensen Beach,Jensen Beach,42
34957,56,St. Lucie,St. Lucie-34957,Jensen Beach,,0
34972,47,Okeechobee,Okeechobee-34972,Okeechobee,Okeechobee,162
34972,49,Osceola,Osceola-34972,Okeechobee,,0
34972,56,St. Lucie,St. Lucie-34972,Okeechobee,,0
34974,22,Glades,Glades-34974,Okeechobee,,0
34974,28,Highlands,Highlands-34974,Okeechobee,,0
34974,43,Martin,Martin-34974,Okeechobee,Okeechobee,-2
34974,47,Okeechobee,Okeechobee-34974,Okeechobee,Okeechobee,89
34974,50,Palm Beach,Palm Beach-34974,Okeechobee,,0
34981,56,St. Lucie,St. Lucie-34981,Fort Pierce,Fort Pierce,15
34982,56,St. Lucie,St. Lucie-34982,Fort Pierce,Fort Pierce,105
34983,56,St. Lucie,St. Lucie-34983,Port Saint Lucie,"Fort Pierce, Port Saint Lucie",169
34984,56,St. Lucie,St. Lucie-34984,Port Saint Lucie,Port Saint Lucie,53
34986,56,St. Lucie,St. Lucie-34986,Port Saint Lucie,Port Saint Lucie,85
34987,56,St. Lucie,St. Lucie-34987,Port Saint Lucie,Port Saint Lucie,46
34988,56,St. Lucie,St. Lucie-34988,Port Saint Lucie,Port Saint Lucie,-2
34990,43,Martin,Martin-34990,Palm City,Palm City,90
34990,56,St. Lucie,St. Lucie-34990,Palm City,,0
34994,43,Martin,Martin-34994,Stuart,Stuart,235
34996,43,Martin,Martin-34996,Stuart,Stuart,43
34997,43,Martin,Martin-34997,Stuart,Stuart,453
43,9991,Dade,Dade-00043,NONE,,0
32323,19,Franklin,Franklin-32323,Lanark Village,SUPPRESSED,-3
32815,64,Volusia,Volusia-32815,,,0
